scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes
Ptychochromoides vondrozo,-22.814310,47.141310,"Ramanara River, tributary of Sahampindra River, 22°48'51.5""S, 47°08'28.7""E, Mananara drainage basin, region of Vondrozo, near village of Vevembe, Fianarantsoa Province",type_locality,present,,river,exact,,"P.N. Reinthal, R. Randriamampionana, P. Rabeson an",GBIF: FishBase UMMZ 23597,false,
Ptychochromoides vondrozo,-22.806667,47.156111,"Sahapindra River, near Vevembe; Mananara drainage (SE Madagascar)",collection_record,present,,river,exact,,"R Randriamampionana, P Rabeson",GBIF: UMMZ 235293,false,
Ratsirakia,-19.167840,48.149400,Sasarotra S1 bis,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190331,false,[Genus-level ID only; species unresolved]
Ratsirakia,-19.162460,48.121230,Fompona S4,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190323,false,[Genus-level ID only; species unresolved]
Ratsirakia,-19.150150,48.209290,Sandragato S2,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190326,false,[Genus-level ID only; species unresolved]
Ratsirakia,-19.141470,48.119010,"Mangoro Nov-Dec 2010 Survey,Belevy",collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191647,false,[Genus-level ID only; species unresolved]
Ratsirakia,-19.080980,48.293200,Maholy S5,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190324,false,[Genus-level ID only; species unresolved]
Ratsirakia,-19.033700,48.338590,Ambalafary R2,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190328,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.993730,48.378710,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190017,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.991010,48.437010,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190016,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.938500,48.517600,Eucalyptus Field,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190066,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.930230,48.447410,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190067,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.930030,48.530180,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 190039,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.927030,48.559190,Rianila Regional,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191301,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.914180,48.517920,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 190035,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.885490,48.399280,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 191406,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.880730,48.392470,Berano DS impacted,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190032,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.877150,48.329190,Behontsa downstream 2,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 190061,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.872860,48.372940,Torotorotsy 1 on Vondronina,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190057,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.868330,48.248840,Sahaviara upstream,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 190055,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.864460,48.385400,09+560,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191314,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.855830,48.360920,Eucalyptus Field,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190041,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.854750,48.348280,Berano DS impacted,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190028,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.843917,48.330083,Berano,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191558,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.841330,48.539360,Rianila Regional,collection_record,present,,,exact,2012,J. Rall,GBIF: SAIAB 191507,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.840650,48.329600,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2011,J. Rall,GBIF: SAIAB 190027,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.834450,48.328130,Vondrovonia confluence 2,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190060,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.825150,48.434840,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190020,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.814270,47.951940,Ambolovaliha S8,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190327,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.813010,48.823860,Rianila Regional,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191289,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.808556,48.314278,Mahatakatra upper reach,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190054,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.786180,48.526750,Satromina Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190068,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.777690,48.340340,Sakalava downstream,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 190062,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.772950,48.434300,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190015,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.767520,48.418740,Marinjo,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 190059,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.721680,48.579010,Sahanandafana Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190065,false,[Genus-level ID only; species unresolved]
Ratsirakia,-18.705930,48.307110,Ambolotara,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190330,false,[Genus-level ID only; species unresolved]
Ratsirakia legendrei,-22.833000,47.833000,farafangana,collection_record,present,,,exact,1926,decary,GBIF: MNHN 1932-0084,false,
Ratsirakia legendrei,-20.358611,47.805556,Nosivolo River at Ambodinonka,collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82309,false,
Ratsirakia legendrei,-20.331944,47.899167,Tsarakianja village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82319,false,
Ratsirakia legendrei,-20.316111,47.739444,Near ambodivoar village 1,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82316,false,
Ratsirakia legendrei,-20.311944,47.736944,Near ambodivoar village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82313,false,
Ratsirakia legendrei,-20.274722,47.989444,At rapids below Anosy Rahindy,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82765,false,
Ratsirakia legendrei,-20.138611,48.036111,Maintiambato stream,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82770,false,
Ratsirakia legendrei,-20.118889,47.802222,ankiboka village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82809,false,
Ratsirakia legendrei,-20.050278,48.138056,"Large river, Island site below tributary",collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82305,false,
Ratsirakia legendrei,-20.050000,48.133333,"TAMATAVE PROVINCE, RIVER NOSIVOLO BELOW AMBATOMASINA VILLAGE, ca. 16 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, IN LARGE POOL",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97148,false,
Ratsirakia legendrei,-19.983333,48.250000,"TAMATAVE PROVINCE, RIVER NOSIVOLO BELOW AMPASIMANIONA VILLAGE, 26 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, LARGE SIDE POOL BELOW RAPIDS",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97082,false,
Ratsirakia legendrei,-19.351944,48.176944,Upstream from AA town,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82797,false,
Ratsirakia legendrei,-18.933333,48.416667,"SMALL STREAM 100 METERS EAST OF LAC VERT, PERINET",collection_record,present,,lake,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88002,false,
Ratsirakia legendrei,-18.874444,48.373056,"Sakalava River, medium-sized stream draining Analamay Orebody; alt. 990 m",collection_record,present,,stream,exact,1998,"JS Sparks, R Randriamampionana",GBIF: UMMZ 238461,false,
Ratsirakia legendrei,-18.867000,47.500000,tananarive,collection_record,present,,,exact,1931,waterlot,GBIF: MNHN 1931-0242,false,
Ratsirakia legendrei,-18.862361,48.283083,"Ambanin'ny tavy,Maharera river",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191551,false,
Ratsirakia legendrei,-18.861139,48.274361,"Ambatopanodofanantsy, main raod(ancien pepiniere)",collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191326,false,
Ratsirakia legendrei,-18.843917,48.330083,Berano,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191561,false,
Ratsirakia legendrei,-18.835622,48.285044,"Ambanin'ny biocamp,Maharera river",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191592,false,
Ratsirakia legendrei,-18.834139,48.278417,"Ambolobe river, downstream",collection_record,present,,stream,exact,2007,J. Rall,GBIF: SAIAB 191338,false,
Ratsirakia legendrei,-18.827667,48.285500,Ambolobe river up stream,collection_record,present,,stream,exact,2007,J. Rall,GBIF: SAIAB 191331,false,
Ratsirakia legendrei,-18.808306,48.314361,"Mahatakatra river,MBG Camp site.",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191349,false,
Ratsirakia legendrei,-18.806083,48.337972,"Sakalava river ,below 2004 Camp site",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191545,false,
Ratsirakia legendrei,-18.799999,47.433334,Ambohidratrimo,collection_record,present,,,exact,1911,P.A. Methuen,GBIF: SAIAB 45670,false,
Ratsirakia legendrei,-18.785778,48.292111,"Mahatakatra river, upstream",collection_record,present,,stream,exact,2007,J. Rall,GBIF: SAIAB 191323,false,
Ratsirakia legendrei,-18.767070,48.432447,"GBIF record at -18.767, 48.432",collection_record,present,,,exact,2016,Jordan Broadhead,GBIF: iNaturalist 104917588,false,
Ratsirakia legendrei,-17.500000,48.500000,Lake Alaotra,collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45669,false,
Ratsirakia legendrei,-17.213180,46.885670,"GBIF record at -17.213, 46.886",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0265",false,
Ratsirakia legendrei,-17.210000,46.890000,Tetezamby,collection_record,present,,,exact,,,GBIF:  RDR0264,false,
Ratsirakia legendrei,-17.192280,46.863380,"GBIF record at -17.192, 46.863",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0291",false,
Ratsirakia legendrei,-17.190000,46.860000,Andramikely,collection_record,present,,,exact,,,GBIF:  RDR0291,false,
Ratsirakia legendrei,-15.983334,46.250000,Ambilo,collection_record,present,,,exact,1911,P.A. Methuen,GBIF: SAIAB 45671,false,
Rheocles,-20.358611,47.805556,Nosivolo River at Ambodinonka,collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82307,false,[Genus-level ID only; species unresolved]
Rheocles,-20.316111,47.739444,Near ambodivoar village 1,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82315,false,[Genus-level ID only; species unresolved]
Rheocles,-20.273889,47.986389,500m above Anosy Rahindy village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82766,false,[Genus-level ID only; species unresolved]
Rheocles,-20.270556,47.851389,Sahakevo village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82320,false,[Genus-level ID only; species unresolved]
Rheocles,-20.138611,48.036111,Maintiambato stream,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82771,false,[Genus-level ID only; species unresolved]
Rheocles,-20.118889,47.802222,ankiboka village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82810,false,[Genus-level ID only; species unresolved]
Rheocles,-20.088889,48.149167,Sahanao river Lavajiro village near Marolambo,collection_record,present,,river,exact,2005,Roger Bills,GBIF: SAIAB 187830,false,[Genus-level ID only; species unresolved]
Rheocles,-20.079444,48.071389,Sandrakafoza,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82773,false,[Genus-level ID only; species unresolved]
Rheocles,-20.071111,48.150556,Sahanao River about 2km above N. confluence,collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82775,false,[Genus-level ID only; species unresolved]
Rheocles,-20.067500,48.153611,Near Marolambo town,collection_record,present,,,exact,2005,Roger Bills,GBIF: SAIAB 187827,false,[Genus-level ID only; species unresolved]
Rheocles,-20.050278,48.093056,Sandranamby river above falls,collection_record,present,,river,exact,2005,Roger Bills,GBIF: SAIAB 187834,false,[Genus-level ID only; species unresolved]
Rheocles,-20.050278,48.138056,"Large river, Island site below tributary",collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82308,false,[Genus-level ID only; species unresolved]
Rheocles,-19.988333,48.267222,Fishes collected at rapids/cascades about  500m above road bridge,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82782,false,[Genus-level ID only; species unresolved]
Rheocles,-19.862361,48.283083,Maharera low reach,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191677,false,[Genus-level ID only; species unresolved]
Rheocles,-19.355278,48.179167,Near mahela village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82798,false,[Genus-level ID only; species unresolved]
Rheocles,-19.145820,48.231870,"Mangoro Nov-Dec 2010 Survey,S14 Antokotokona",collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191650,false,[Genus-level ID only; species unresolved]
Rheocles,-19.141470,48.119010,"Mangoro Nov-Dec 2010 Survey,Belevy",collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191648,false,[Genus-level ID only; species unresolved]
Rheocles,-19.087889,48.284194,Farizana,collection_record,present,,,exact,2012,J. Rall,GBIF: SAIAB 191674,false,[Genus-level ID only; species unresolved]
Rheocles,-19.080980,48.293200,Maholy S5,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190325,false,[Genus-level ID only; species unresolved]
Rheocles,-19.045278,48.160556,Ranomena,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191675,false,[Genus-level ID only; species unresolved]
Rheocles,-19.036650,48.338870,"EF204,PPL Endermic fish",collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 191449,false,[Genus-level ID only; species unresolved]
Rheocles,-19.033700,48.338590,Ambalafary R2,collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 190329,false,[Genus-level ID only; species unresolved]
Rheocles,-18.993730,48.378710,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190018,false,[Genus-level ID only; species unresolved]
Rheocles,-18.991010,48.437010,"EF201,PPL Endemic fish",collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 191430,false,[Genus-level ID only; species unresolved]
Rheocles,-18.938500,48.517600,Eucalyptus Field,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 191456,false,[Genus-level ID only; species unresolved]
Rheocles,-18.930230,48.447100,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190024,false,[Genus-level ID only; species unresolved]
Rheocles,-18.930030,48.530180,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 191416,false,[Genus-level ID only; species unresolved]
Rheocles,-18.926980,48.559200,"37+950,PPL Survey 2008",collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191417,false,[Genus-level ID only; species unresolved]
Rheocles,-18.912100,48.356490,"Mine associated streams 2008,Sahamaloto",collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 191402,false,[Genus-level ID only; species unresolved]
Rheocles,-18.903040,48.427540,"RR103,Ranilia Regional",collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 191441,false,[Genus-level ID only; species unresolved]
Rheocles,-18.885490,48.399280,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2008,J. Rall,GBIF: SAIAB 191405,false,[Genus-level ID only; species unresolved]
Rheocles,-18.880730,48.392470,Berano DS impacted,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191411,false,[Genus-level ID only; species unresolved]
Rheocles,-18.874444,48.373056,"Sakalava River, medium-sized stream draining Analamay Orebody; alt. 990 m",collection_record,present,,stream,exact,1998,"JS Sparks, R Randriamampionana",GBIF: UMMZ 250285,false,[Genus-level ID only; species unresolved]
Rheocles,-18.872860,48.372940,Torotorofotsy 1on Vondronina above waterfall,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191652,false,[Genus-level ID only; species unresolved]
Rheocles,-18.864460,48.385400,09+560,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191630,false,[Genus-level ID only; species unresolved]
Rheocles,-18.862361,48.268308,Maharera lower reach,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191678,false,[Genus-level ID only; species unresolved]
Rheocles,-18.855830,48.360920,Behontsa 2(EF:Eucalyptus field),collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191681,false,[Genus-level ID only; species unresolved]
Rheocles,-18.854750,48.348280,Berano DS impacted,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191616,false,[Genus-level ID only; species unresolved]
Rheocles,-18.853611,48.361667,"Ambotovy area; Antsahamenbrano (?) River, from its source in Torotorofotsy wetland past train tracks (alt. 2400 ft)",collection_record,present,,river,exact,1998,JS Sparks,GBIF: UMMZ 248619,false,[Genus-level ID only; species unresolved]
Rheocles,-18.848333,48.233056,Ambatovy area; Ampitambe River (alt. 890 m),collection_record,present,,river,exact,1998,JS Sparks,GBIF: UMMZ 243695,false,[Genus-level ID only; species unresolved]
Rheocles,-18.845430,48.384750,"EF103,PPL Endermic fish",collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 191450,false,[Genus-level ID only; species unresolved]
Rheocles,-18.843917,48.330083,Berano,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191389,false,[Genus-level ID only; species unresolved]
Rheocles,-18.841330,48.539360,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190022,false,[Genus-level ID only; species unresolved]
Rheocles,-18.840650,48.329600,Berano Upstream Rianila Regional,collection_record,present,,stream,exact,2011,J. Rall,GBIF: SAIAB 190026,false,[Genus-level ID only; species unresolved]
Rheocles,-18.825150,48.434840,Rianila Regional,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 190019,false,[Genus-level ID only; species unresolved]
Rheocles,-18.817520,47.931690,"Mangoro Nov-Dec 2010 Survey,S12 A",collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191649,false,[Genus-level ID only; species unresolved]
Rheocles,-18.808556,48.314278,Mahatakatra upper reach,collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191676,false,[Genus-level ID only; species unresolved]
Rheocles,-18.808306,48.314361,MBG Camp Site,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191679,false,[Genus-level ID only; species unresolved]
Rheocles,-18.734540,48.652560,Ambodirotra,collection_record,present,,,exact,2011,J. Rall,GBIF: SAIAB 191435,false,[Genus-level ID only; species unresolved]
Rheocles,-15.833611,48.714167,Ambomboa Riveire,collection_record,present,,,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 249230,false,[Genus-level ID only; species unresolved]
Rheocles,-15.422860,49.120830,"GBIF record at -15.423, 49.121",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI ZCMV11576",false,[Genus-level ID only; species unresolved]
Rheocles alaotrensis,-19.050000,48.233333,TRIBUTARY OF SAHASAROTRA RIVER AT AMPAHITRA VILLAGE,collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228079,false,
Rheocles alaotrensis,-18.950000,48.483333,"AMALABE CREEK, AMALABE VILLAGE",collection_record,present,,stream,exact,1997,"P.V. LOISELLE, LOCAL RESIDENTS",GBIF: FishBase AMNH 229586,false,
Rheocles alaotrensis,-18.938611,48.416944,Perinet Reserve; Analamazaotra River,collection_record,present,,river,exact,1994,JS Sparks,GBIF: UMMZ 240113,false,
Rheocles alaotrensis,-18.933333,48.416667,"SMALL STREAM 100 METERS EAST OF LAC VERT, PERINET",collection_record,present,,lake,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88001,false,
Rheocles alaotrensis,-18.933333,48.400000,"Perinet Reserve, stream from Lac Vert",collection_record,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 249226,false,
Rheocles alaotrensis,-18.932000,48.417000,first stream W of turn-off to Perinet on Route N-2,collection_record,present,,stream,exact,1997,PV Loiselle & party,GBIF: SIO 01-30,false,
Rheocles alaotrensis,-18.883300,48.083300,"Perinet, small stream by Lac Vert, Analmagaotia",collection_record,present,,lake,exact,1988,"M. L. J. Stiassny, P. N. Reinthal",GBIF: FMNH 99281,false,
Rheocles alaotrensis,-18.880000,48.080000,"Perinet, small stream by Lac Vert, Analmagaotia",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301512,false,
Rheocles alaotrensis,-18.875556,48.377222,Ambotovy area; Torotorofotsy wetland (alt. 960 m),collection_record,present,,wetland,exact,1998,JS Sparks,GBIF: UMMZ 240114,false,
Rheocles alaotrensis,-18.853611,48.361667,"Ambotovy area; Antsahamenbrano (?) River, from its source in Torotorofotsy wetland past train tracks (alt. 2400 ft)",collection_record,present,,river,exact,1998,JS Sparks,GBIF: UMMZ 248618,false,
Rheocles alaotrensis,-18.799999,47.433334,Ambohindratrimo,collection_record,present,,,exact,1911,P.A. Methuen,GBIF: SAIAB 45677,false,
Rheocles alaotrensis,-17.565150,48.499740,"Alaotra,Mangoro November-December 2010 Survey",collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191454,false,
Rheocles alaotrensis,-17.500000,48.500000,Lake Alaotra,collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45674,false,
Rheocles alaotrensis,-17.483333,48.550000,LAKE ALAOTRA AT MADIORANO VILLAGE,collection_record,present,,lake,exact,1999,"P.V. LOISELLE,COMMERCIAL LOCAL FISHERMEN",GBIF: FishBase AMNH 231221,false,
Rheocles derhami,-15.833889,48.713889,"Rivière Amboaboa; Affluent rive gauche de la rivière Mangarahara, prés de du village Bekitrotrobaka, à 16-18 km. Ouest de Mandritsara",collection_record,present,,river,exact,,J.-C. Nourissat;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2618.095,true,
Rheocles derhami,-15.420000,49.120000,Ampofoko,collection_record,present,,,exact,,,GBIF:  ZCMV11576,true,
Rheocles lateralis,-19.983333,48.250000,"TAMATAVE PROVINCE, RIVER NOSIVOLO BELOW AMPASIMANIONA VILLAGE, 26 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, LARGE SIDE POOL BELOW RAPIDS",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97084,false,
Rheocles lateralis,-18.966667,48.250000,"Nosivolo River below Ampasimaniona village, 26 km ENE of Marolambo (large side pool belows rapids)",collection_record,present,,river,exact,1990,"M Stiassny, P Reinthal, G Naylor",GBIF: UMMZ 237208,false,
Rheocles pellegrini,-20.000000,42.500000,andapa,collection_record,present,,,exact,1930,"rand et du mont;new york amnh, m.",GBIF: MNHN 1932-0024,false,
Rheocles pellegrini,-14.650000,49.666670,"From ""one day west"" of Andapa (14°39'S, 49°40'E), ne. Madagascar.",collection_record,present,,,exact,,,GBIF: FishBase FB 2739338,false,
Rheocles sikorae,-19.351944,48.176944,Upstream from AA town,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82796,false,
Rheocles sikorae,-19.069590,48.391500,"Mangoro Nov-Dec 2010 Survey,S18GN2010",collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191619,false,
Rheocles vatosoa,-14.601667,49.339167,"Andramonta riv. at Ambodihasina vill., Antsiranana Prov., ± 100m SW of primary school, Lokoho drainage, Andapa basin",collection_record,present,,,exact,,Loiselle P.,GBIF: FishBase P A1037.0001A1037.0002,false,
Rheocles vatosoa,-14.593060,49.637220,"Marovato creek at Ambodivohitra village, several km north of Marovato village  on the road to Ambalamangy, Antsiranana (Diego Suarez) Prov., 14°34'95""S, 49°37'74""E, Lokoho R. drainage, Andapa basin, n",collection_record,present,,stream,exact,,,GBIF: FishBase FB 2745069,false,
Rheocles vatosoa,-14.582500,49.629000,"Marovato creek at Ambodivohitra village, several kilometers N Marovato village on the road to Ambalamangy, Antsiranana (Diego Suarez) Province (Lokoho River drainage, Andapa basin).",type_locality,present,,stream,exact,,P.V. Loiselle,GBIF: FishBase AMNH 231979,false,
Rheocles wrightae,-19.283333,48.266667,"MAMAVO RIVER AT AMBOHIBARY VILLAGE AT KILOMETER 47, ON THE ROAD FROM MORAMANGA TO ANOSIBE ON ALA",collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228077,false,
Rheocles wrightae,-19.280000,48.268889,"Mamavo River at Ambohibary village, km 47 on on road from Moramanga to Anosibe",collection_record,present,,river,exact,1998,PV Loiselle,GBIF: UMMZ 237209,false,
Sauvagella,-23.032425,47.735141,"Manombo Reserve, southeastern Madagascar",collection_record,present,,,exact,,PN Reinthal,GBIF: UMMZ 249227,false,[Genus-level ID only; species unresolved]
Sauvagella,-19.705147,48.045808,"mouth of Onive River, at Abohitralana village",collection_record,present,,river,exact,1999,"P Reinthal, JS Sparks",GBIF: UMMZ 235209,false,[Genus-level ID only; species unresolved]
Sauvagella,-16.308611,46.816389,"Lac Ravelobe, near Ampijoroa forestry station",collection_record,present,,lake,exact,1996,"JS Sparks, K Riseng",GBIF: UMMZ 235204,false,[Genus-level ID only; species unresolved]
Sauvagella,-15.833611,48.714444,Ambomboa River (near where it flows into Mangarahara River),collection_record,present,,river,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 238750,false,[Genus-level ID only; species unresolved]
Sauvagella,-15.621667,48.964167,Ambanizana River (near sea; tidally influenced area),collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 249175,false,[Genus-level ID only; species unresolved]
