scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes,data_source
Typhleotris mararybe,-24.701973,43.964252,Grotte de Vitane,collection_record,present,,cave_system,exact,2008,J. S. Sparks & P. W & Willink & P. Chakrabarty & S. B. Holtz,GBIF: AMNH AMNH 245602,true,,
Typhleotris mararybe,-24.700000,43.960000,Grotte de Vitane,collection_record,present,,cave_system,exact,2012,,GBIF: MMUM,true,,
Typhleotris mararybe,-24.587867,43.964583,Tehafe,collection_record,present,,,exact,,,GBIF: SuLaMa JRR15,true,,
Typhleotris mararybe,-24.581900,43.966067,Anjamanohatse Masay,collection_record,present,,,exact,,,GBIF: SuLaMa JRR13,true,,
Typhleotris mararybe,-24.580833,43.996867,Lalia,collection_record,present,,,exact,,,GBIF: SuLaMa JRR14,true,,
Typhleotris mararybe,-24.575883,43.966600,Anjamanohatse,collection_record,present,,,exact,,,GBIF: SuLaMa JRR12,true,,
Typhleotris pauliani,-24.701800,43.964066,"GBIF record at -24.702, 43.964",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1172",true,,
Typhleotris pauliani,-24.700000,43.960000,Vintane Nord,collection_record,present,,,exact,,,GBIF:  RDR1172,true,,
Typhleotris pauliani,-24.690586,43.942447,SW part at Itampolo,collection_record,present,,,exact,1967,,GBIF: LSUMZ 8622,true,,
Typhleotris pauliani,-24.640000,43.950000,Nikotso,collection_record,present,,,exact,,,GBIF:  RDR1144,true,,
Typhleotris pauliani,-24.638433,43.949080,"GBIF record at -24.638, 43.949",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1144",true,,
Typhleotris pauliani,-23.120150,43.714600,Tulear or Toliara Cave,collection_record,present,,cave_system,exact,,,GBIF: MMUM,true,,
Typhleotris pauliani,-23.000000,44.500000,"Andalambezo region near Morombe, north of Onilahy R., ca. 23°00'S, 44°30'E, sw. Madagascar.",collection_record,present,,,exact,,,GBIF: FishBase FB 2740610,true,,
Typhleotris pauliani,-22.321700,43.323100,"GBIF record at -22.322, 43.323",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1150",true,,
Typhleotris pauliani,-22.320000,43.320000,Safora,collection_record,present,,,exact,,,GBIF:  RDR1150,true,,
Typhleotris pauliani,-22.319418,43.322610,Madagascar,collection_record,present,,,exact,2008,P. Chakrabarty & P. W. Willink,GBIF: AMNH AMNH 245669,true,,
Typhleotris pauliani,-22.289888,43.322693,Andranomahiha Cave,collection_record,present,,cave_system,exact,,,GBIF: AMNH AMNH 245646,true,,
Typhleotris pauliani,-22.277945,43.317223,"GBIF record at -22.278, 43.317",collection_record,present,,,exact,2008,P. Chakrabarty & P. W. Willink,GBIF: AMNH AMNH 245657,true,,
Typhleotris pauliani,-22.266670,43.283330,Grotte d'Andranomaly,collection_record,present,,cave_system,exact,,,GBIF: MMUM,true,,
Typhleotris pauliani,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI AMNH:Fish:245649",true,,
Bedotia madagascariensis,-19.13283,49.91183,Barcode sample site (RDR0092),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, A.M.A. Rakotondrazafy, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0092,false,"Habitat: River  (22µS, 24,7°C, 11ppm, 5,61pH - 16:07)",barcode_library
Pachypanchax sparksorum,-15.13027,47.80417,Barcode sample site (RDR0546),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0546,false,"Habitat: River (µS, °C, ppm, pH - 11:30) 7566-7567",barcode_library
Pachypanchax sparksorum,-15.11328,47.82793,Barcode sample site (RDR0555),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0555,false,"Habitat: River (µS, °C, ppm, pH - 12:00) 7568-7571",barcode_library
Anguilla bicolor,-15.0537,47.882,Barcode sample site (RDR0571),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0571,false,"Habitat: River (µS, °C, ppm, pH - 13:42) 7794-7799",barcode_library
Anguilla marmorata,-14.62552,48.09448,Barcode sample site (RDR0610),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0610,false,Habitat: River 7962-7969,barcode_library
Pachypanchax sparksorum,-14.16602,48.09325,Barcode sample site (RDR0667),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0667,false,Habitat: Crick 8416-8426,barcode_library
Pachypanchax omalonotus,-14.05572,48.12755,Barcode sample site (RDR0672),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0672,false,Habitat: River 8447-8456,barcode_library
Pachypanchax omalonotus,-13.9854,48.17757,Barcode sample site (RDR0693),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0693,false,Habitat: River 8462-8471,barcode_library
Pachypanchax omalonotus,-13.84317,48.27855,Barcode sample site (RDR0701),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0701,false,Habitat: River 8711-8716,barcode_library
Anguilla bicolor,-13.84317,48.27855,Barcode sample site (RDR0702),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0702,false,Habitat: River 8711-8716,barcode_library
Pachypanchax omalonotus,-13.59397,48.5201,Barcode sample site (RDR0722),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0722,false,Habitat: River 8725-8728,barcode_library
Pachypanchax omalonotus,-13.56867,48.53885,Barcode sample site (RDR0729),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0729,false,Habitat: River 8729-8731,barcode_library
Pachypanchax patriciae,-13.48223,48.72875,Barcode sample site (RDR0742),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0742,false,Habitat: River 8732-8733,barcode_library
Pachypanchax omalonotus,-13.38514,48.23711,Barcode sample site (RDR0809),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0809,false,Habitat: Creek,barcode_library
Pachypanchax patriciae,-13.47436,48.73844,Barcode sample site (RDR0813),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0813,false,Habitat: River 9818-9821,barcode_library
Pachypanchax patriciae,-13.27612,48.9244,Barcode sample site (RDR0822),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0822,false,Habitat: River 9827-9829,barcode_library
Pachypanchax patriciae,-13.00788,49.13667,Barcode sample site (RDR0836),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0836,false,Habitat: River 0004-0008,barcode_library
Anguilla marmorata,-12.68143,49.2661,Barcode sample site (RDR0854),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0854,false,Habitat: River 0011-0013,barcode_library
Anguilla mossambica,-12.68143,49.2661,Barcode sample site (RDR0855),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0855,false,Habitat: River 0011-0013,barcode_library
Anguilla marmorata,-12.57728,49.39297,Barcode sample site (RDR0861),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0861,false,Habitat: River 0091-0092,barcode_library
Anguilla marmorata,-12.52445,49.40395,Barcode sample site (RDR0864),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0864,false,Habitat: River 0297-0301,barcode_library
Anguilla marmorata,-12.47017,49.37928,Barcode sample site (RDR0868),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0868,false,Habitat: River 0307-0312,barcode_library
Pachypanchax patriciae,-13.20783,49.16027,Barcode sample site (RDR0910),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0910,false,Habitat: River 0831-0833,barcode_library
Pachypanchax patriciae,-13.12465,49.31642,Barcode sample site (RDR0918),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0918,false,Habitat: River 0838-0841,barcode_library
Pachypanchax patriciae,-13.11955,49.35487,Barcode sample site (RDR0922),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0922,false,Habitat: River 0842-0848,barcode_library
Pachypanchax patriciae,-13.12022,49.36383,Barcode sample site (RDR0930),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0930,false,Habitat: River 0886-0891,barcode_library
Anguilla marmorata,-13.61108,50.00573,Barcode sample site (RDR0963),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0963,false,Habitat: River 1265-1267,barcode_library
Anguilla mossambica,-13.61108,50.00573,Barcode sample site (RDR0964),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0964,false,Habitat: River 1265-1267,barcode_library
Anguilla marmorata,-13.83018,49.94468,Barcode sample site (RDR0982),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0982,false,Habitat: River 1413-1416,barcode_library
Anguilla marmorata,-14.55888,50.16983,Barcode sample site (RDR1011),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR1011,false,Habitat: Stagnant river 1633-1637,barcode_library
Pachypanchax varatraza,-13.88604,49.93011,Barcode sample site (RDR1114),collection_record,present,,,exact,2012,"L.M. Rakotomamonjy, N.S.T. Andrihery, T. Rakotondriamanga, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR1114,false,Habitat: Stream pH   T°   °C   µS  ppm 12.57 (DSC 1270),barcode_library
Ptychochromis oligacanthus,-13.31722,48.235,Barcode sample site (FGMV 2002.F-B62),collection_record,present,,,exact,2002,Miguel Vences,Vences et al. 2022 DNA barcode library: FGMV 2002.F-B62,false,,barcode_library
Bedotia madagascariensis,-18.81064,48.98033,Barcode sample site (PSG327),collection_record,present,,,exact,,"P.-S.Gehring, F. Ratsoavina, E. Rajeriarison, S.",Vences et al. 2022 DNA barcode library: PSG327,false,Habitat: from a brook in primary forest,barcode_library
Pachypanchax sparksorum,-15.0531,48.20714,Barcode sample site (ZCMV11501),collection_record,present,,,exact,,"RD Randrianiaina, M Vences, DR Vieites, FM Ratsoavina",Vences et al. 2022 DNA barcode library: ZCMV11501,false,"Habitat: Slow stream, gravel and sand, max width 120 cm, max depht 20 cm",barcode_library
Pachypanchax varatraza,-13.62161,49.99861,Barcode sample site (FGZC4845),collection_record,present,,,exact,,,Vences et al. 2022 DNA barcode library: FGZC4845,false,,barcode_library
Pachypanchax sakaramyi,-12.4667,49.22694,Barcode sample site (FGZC1245),collection_record,present,,,exact,,,Vences et al. 2022 DNA barcode library: FGZC1245,false,,barcode_library
Pachypanchax arnoulti,-18.7087,44.71889,Barcode sample site (FGZC850),collection_record,present,,,exact,,,Vences et al. 2022 DNA barcode library: FGZC850,false,,barcode_library
Typhleotris pauliani,-24.5808333,43.9968667,Barcode sample site (KY981486),collection_record,present,,,exact,,J.R. Rasoloariniaina,Vences et al. 2022 DNA barcode library: KY981486,false,,barcode_library
Typhleotris pauliani,-24.0544,43.76185,Barcode sample site (KY981485),collection_record,present,,,exact,,J.R. Rasoloariniaina,Vences et al. 2022 DNA barcode library: KY981485,false,,barcode_library
Pachypanchax omalonotus,-13.3881,48.2386,Small stream behind Djabala Village (freshwater) (called River Ranomaloto),collection_record,present,,,exact,1996,"JS Sparks, KJ Riseng",SpeciesAnalyst/FishNet: UMMZ 238346,false,,museum_fishnet
Pachypanchax omalonotus,-13.3881,48.2386,Small stream behind Djabala Village (freshwater) (called River Ranomaloto),collection_record,present,,,exact,1996,"JS Sparks, KJ Riseng",SpeciesAnalyst/FishNet: UMMZ 238348,false,,museum_fishnet
Paretroplus menarambo,-15.41058839,47.70242156,Lac Ampahaka,collection_record,present,Lac Ampahaka,lake,exact,1997,A.R. Saunders,ARS field data: Lakes visited for P. menarambo surveys,false,Most recent P. menarambo observation: 1997,ars_field_data
Paretroplus menarambo,-15.76275674,47.70231754,Lac Amparihy,collection_record,present,Lac Amparihy,lake,exact,2000,A.R. Saunders,ARS field data: Lakes visited for P. menarambo surveys,false,Most recent P. menarambo observation: 2000,ars_field_data
Paretroplus menarambo,-15.68552613,47.87792369,Lac Biolaka,collection_record,present,Lac Biolaka,lake,exact,2001,A.R. Saunders,ARS field data: Lakes visited for P. menarambo surveys,false,Most recent P. menarambo observation: 2001,ars_field_data
Paretroplus menarambo,-15.84228767,47.67664192,Lac Matsaborifohy,collection_record,present,Lac Matsaborifohy,lake,exact,1995,A.R. Saunders,ARS field data: Lakes visited for P. menarambo surveys,false,Most recent P. menarambo observation: 1995,ars_field_data
Paretroplus menarambo,-15.90615895,47.69292193,Lac Belailay,collection_record,presence_unknown,Lac Belailay,lake,exact,,A.R. Saunders,ARS field data: Lakes visited for P. menarambo surveys,false,Lake visited; no P. menarambo observation recorded,ars_field_data
Paratilapia polleni,-22.808611,47.165833,"Marosivy River near Vevembe field camp, Sarhapindra drainage",collection_record,present,Marosivy River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,As Paratilapia cf. polleni,ars_field_notes
Paratilapia polleni,-22.779444,47.033333,"Ampisika River at Amparafatra, Sarhapindra drainage",collection_record,present,Ampisika River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Paratilapia polleni,-22.740833,47.011944,"Rangahitra River at Beraketa, RN-27",collection_record,present,Rangahitra River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,Spawning observed; not collected,ars_field_notes
Bedotia tricolor,-21.807778,47.879444,Marotaolana River at Vohibary-Maropandy,collection_record,present,Marotaolana River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,Suspected B. tricolor location,ars_field_notes
Bedotia geayi,-21.172778,48.229722,Volombovone River at Volombovone village,collection_record,present,Volombovone River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Bedotia geayi,-21.161111,48.1075,Ambatomainty River at Ambaladara,collection_record,present,Ambatomainty River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,,ars_field_notes
Bedotia madagascariensis,-21.346667,47.755556,Andranomaintsa River at Andranomaintso,collection_record,present,Andranomaintsa River,river,exact,1999,A.R. Saunders,ARS field notes 1999,false,Resembles B. madagascariensis; also known as Vintano/Green River,ars_field_notes
Bedotia longianalis,-17.538056,49.461389,"Blackwater swamp by RN-5, S of Mahambo (orange-finned form)",collection_record,present,,wetland,exact,,P.V. Loiselle,PVL collection locality data (correspondence to ARS),false,,pvl_correspondence
Bedotia sp. 'mahanara',-14.094444,50.086111,"Belandro Creek, 1.5km SE of Ambalava village",collection_record,present,Belandro Creek,river,exact,,P.V. Loiselle,PVL collection locality data (correspondence to ARS),false,,pvl_correspondence
Bedotia sp. 'bemarivo',-14.226667,50.01,"Nosivolo Creek, tributary of Bemarivo River",collection_record,present,Nosivolo Creek,river,exact,,P.V. Loiselle,PVL collection locality data (correspondence to ARS),false,,pvl_correspondence
Bedotia sp. 'betampona',-17.956667,49.219444,"Marendranomasaya Creek, W of Ambodimanga Makoetsa Village, Ivoloina basin",collection_record,present,Marendranomasaya Creek,river,exact,,P.V. Loiselle,PVL collection locality data (correspondence to ARS),false,,pvl_correspondence
Bedotia sp. 'nosivola',-20.065278,48.124722,"Rapids of Nosivolo River, 3/4km NW of Marolambo",collection_record,present,Nosivolo River,river,exact,,P.V. Loiselle,PVL collection locality data (correspondence to ARS),false,,pvl_correspondence
Pachypanchax varatraza,-13.8825,49.937222,"Mahazava Stream, Ampanobe basin",collection_record,present,Mahazava Stream,river,exact,,P.V. Loiselle,PVL collection locality data (correspondence to ARS),false,,pvl_correspondence
Ambassis cf. ambassis,-16.91863,49.86492,Barcode sample site (RDR0009),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, A.M.A. Rakotondrazafy, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0009,false,"Habitat: River, warterfall (32µS, 24.4°C, 16 ppm, 5.03 pH)",barcode_library
Giuris cf. margaritacea,-16.91863,49.86492,Barcode sample site (RDR0012),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, A.M.A. Rakotondrazafy, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0012,false,"Habitat: River, warterfall (32µS, 24.4°C, 16 ppm, 5.03 pH)",barcode_library
Ambassis cf. ambassis,-16.8573,49.9533,Barcode sample site (RDR0033),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, A.M.A. Rakotondrazafy, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0033,false,"Habitat: Pond with dark water, submerged vegetation, substrat sand and leaf liter (124 µS, 25.8°C, 62 ppm, 3.76pH - 23:11)",barcode_library
Glossogobius sp. 3,-16.7046,47.07585,Barcode sample site (RDR0343),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0343,false,"Habitat: River (43µS, 27.1°C, 21ppm, 5.9pH - 15:15) 6078-6081",barcode_library
Glossogobius sp. 3,-16.68223,47.07547,Barcode sample site (RDR0359),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0359,false,"Habitat: Pond (135µS, 27.3°C, 68ppm, 5.72pH - 17:02) 7576-7579",barcode_library
Glossogobius sp. 3,-16.67583,47.07433,Barcode sample site (RDR0372),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0372,false,"Habitat: River (46µS, 27.4°C, 24ppm, 6.03pH - 18:00) 7580-7582",barcode_library
Glossogobius sp. 3,-16.59712,47.06013,Barcode sample site (RDR0387),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0387,false,"Habitat: River (205µS, 23.6°C, 103ppm, 6pH - 12:07) 6335-6337",barcode_library
Glossogobius sp. 3,-16.54805,47.10692,Barcode sample site (RDR0398),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0398,false,"Habitat: River (547µS, 25°C, 27ppm, 6.47pH - 13:12) 6338-6339",barcode_library
Glossogobius sp. 3,-16.50383,47.14818,Barcode sample site (RDR0406),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0406,false,"Habitat: River (484µS, 27.4°C, 248ppm, 6.4pH - 13:52) 6340-6343",barcode_library
Glossogobius sp. 3,-16.14818,47.40342,Barcode sample site (RDR0436),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0436,false,"Habitat: River (168µS, 25.3°C, 80ppm, 6.76pH - 15:25) 6673",barcode_library
Glossogobius sp. 3,-16.0958,47.6144,Barcode sample site (RDR0449),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0449,false,"Habitat: River (59µS, 26°C, 28ppm, 6pH - 17:09) 6681-6689",barcode_library
Glossogobius sp. 3,-16.04833,47.63758,Barcode sample site (RDR0469),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0469,false,"Habitat: River (47µS, 27.4°C, 24ppm, 6.33pH - 10:45) 6853-6860",barcode_library
Glossogobius sp. 1,-15.96552,47.63712,Barcode sample site (RDR0483),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0483,false,"Habitat: River (48µS, 26.3°C, 23ppm, 5.21pH - 11:20) 6865-6869",barcode_library
Glossogobius sp. 3,-15.96552,47.63712,Barcode sample site (RDR0484),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0484,false,"Habitat: River (48µS, 26.3°C, 23ppm, 5.21pH - 11:20) 6865-6869",barcode_library
Glossogobius sp. 3,-15.34192,47.79153,Barcode sample site (RDR0537),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0537,false,"Habitat: River (µS, °C, ppm, pH - 15:50) 7464",barcode_library
Glossogobius sp. 3,-14.71017,48.06665,Barcode sample site (RDR0598),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0598,false,Habitat: River 7952-7955,barcode_library
Ambassis cf. ambassis,-14.71017,48.06665,Barcode sample site (RDR0599),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0599,false,Habitat: River 7952-7955,barcode_library
Glossogobius sp. 3,-14.53823,48.029,Barcode sample site (RDR0616),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0616,false,Habitat: River 7977-7979,barcode_library
Ambassis cf. ambassis,-14.53823,48.029,Barcode sample site (RDR0619),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0619,false,Habitat: River 7977-7979,barcode_library
Ambassis cf. ambassis,-14.39677,48.02088,Barcode sample site (RDR0632),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0632,false,Habitat: River 8157-8163,barcode_library
Glossogobius sp. 3,-14.32997,48.02945,Barcode sample site (RDR0649),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0649,false,Habitat: River 8209-8212,barcode_library
Ambassis cf. ambassis,-14.28782,48.03775,Barcode sample site (RDR0659),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0659,false,Habitat: River 8401-8405,barcode_library
Glossogobius sp. 3,-14.2076,48.08277,Barcode sample site (RDR0663),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0663,false,Habitat: River 8409-8415,barcode_library
Glossogobius sp. 1,-14.0205,48.16018,Barcode sample site (RDR0677),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0677,false,Habitat: River 8457-8461,barcode_library
Glossogobius sp. 3,-13.84317,48.27855,Barcode sample site (RDR0697),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0697,false,Habitat: River 8711-8716,barcode_library
Glossogobius sp. 3,-13.83072,48.2827,Barcode sample site (RDR0715),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0715,false,Habitat: River 8717-8719,barcode_library
Glossogobius cf. ankaranensis,-13.59397,48.5201,Barcode sample site (RDR0726),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0726,false,Habitat: River 8725-8728,barcode_library
Glossogobius cf. ankaranensis,-13.48223,48.72875,Barcode sample site (RDR0741),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0741,false,Habitat: River 8732-8733,barcode_library
Ambassis cf. ambassis,-13.48223,48.72875,Barcode sample site (RDR0743),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0743,false,Habitat: River 8732-8733,barcode_library
Ptychochromis sp.,-13.08692,49.10662,Barcode sample site (RDR0833),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0833,false,Habitat: River 0001-0004,barcode_library
Pachypanchax sp. 1,-12.68143,49.2661,Barcode sample site (RDR0853),collection_record,present,,,exact,2011,"F.M. Ratsoavina, A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0853,false,Habitat: River 0011-0013,barcode_library
Hypseleotris cf. tohizonae,-13.74362,49.94875,Barcode sample site (RDR0972),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0972,false,Habitat: River 1268-1273,barcode_library
Ambassis cf. ambassis,-13.83018,49.94468,Barcode sample site (RDR0977),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0977,false,Habitat: River 1413-1416,barcode_library
Hypseleotris cf. tohizonae,-13.83018,49.94468,Barcode sample site (RDR0983),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0983,false,Habitat: River 1413-1416,barcode_library
Ambassis cf. ambassis,-13.99568,49.98072,Barcode sample site (RDR0989),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR0989,false,Habitat: River 1423-1427,barcode_library
Hypseleotris cf. tohizonae,-14.61948,50.18207,Barcode sample site (RDR1017),collection_record,present,,,exact,2011,"A. Rakotoarison, R.D. Randrianiaina",Vences et al. 2022 DNA barcode library: RDR1017,false,Habitat: River 1756-1759,barcode_library
